session_id	session_ref	session_track	session_title	chair	chair_affiliation	discussant	discussant_affiliation	abstract_id
53586	PC11	Political Communication	Populist Political Communication	Markus Kollberg	University College London, United Kingdom	Teresa Völker	WZB Berlin Social Science Center, Germany	1491
53586	PC11	Political Communication	Populist Political Communication	Markus Kollberg	University College London, United Kingdom	Teresa Völker	WZB Berlin Social Science Center, Germany	1709
53586	PC11	Political Communication	Populist Political Communication	Markus Kollberg	University College London, United Kingdom	Teresa Völker	WZB Berlin Social Science Center, Germany	1804
53586	PC11	Political Communication	Populist Political Communication	Markus Kollberg	University College London, United Kingdom	Teresa Völker	WZB Berlin Social Science Center, Germany	1576
53584	PL07	Parties and Legislatures	Radical Right Parties and Electoral Competition	Riccardo di Leo	University Carlos III of Madrid, Spain	Falcó-Gimeno Albert	University of Barcelona, Spain	953
53584	PL07	Parties and Legislatures	Radical Right Parties and Electoral Competition	Riccardo di Leo	University Carlos III of Madrid, Spain	Falcó-Gimeno Albert	University of Barcelona, Spain	1127
53584	PL07	Parties and Legislatures	Radical Right Parties and Electoral Competition	Riccardo di Leo	University Carlos III of Madrid, Spain	Falcó-Gimeno Albert	University of Barcelona, Spain	1348
53584	PL07	Parties and Legislatures	Radical Right Parties and Electoral Competition	Riccardo di Leo	University Carlos III of Madrid, Spain	Falcó-Gimeno Albert	University of Barcelona, Spain	51
53583	GD02	Gender Politics and Diversity	Gendered representation in non-elected positions	Rachel Potter	University of Virginia, USA	Markus Tepe	Carl von Ossietzky Universität Oldenburg, Germany	450
53583	GD02	Gender Politics and Diversity	Gendered representation in non-elected positions	Rachel Potter	University of Virginia, USA	Markus Tepe	Carl von Ossietzky Universität Oldenburg, Germany	1713
53583	GD02	Gender Politics and Diversity	Gendered representation in non-elected positions	Rachel Potter	University of Virginia, USA	Markus Tepe	Carl von Ossietzky Universität Oldenburg, Germany	2010
53583	GD02	Gender Politics and Diversity	Gendered representation in non-elected positions	Rachel Potter	University of Virginia, USA	Markus Tepe	Carl von Ossietzky Universität Oldenburg, Germany	141
53581	PL09	Parties and Legislatures	Party Competition and Electoral Strategy	Pola Lehmann	WZB  Berlin Social Science Center, Germany	Tarik Abou-Chadi	University of Oxford, United Kingdom	715
53581	PL09	Parties and Legislatures	Party Competition and Electoral Strategy	Pola Lehmann	WZB  Berlin Social Science Center, Germany	Tarik Abou-Chadi	University of Oxford, United Kingdom	836
53581	PL09	Parties and Legislatures	Party Competition and Electoral Strategy	Pola Lehmann	WZB  Berlin Social Science Center, Germany	Tarik Abou-Chadi	University of Oxford, United Kingdom	882
53581	PL09	Parties and Legislatures	Party Competition and Electoral Strategy	Pola Lehmann	WZB  Berlin Social Science Center, Germany	Tarik Abou-Chadi	University of Oxford, United Kingdom	1554
53581	PL09	Parties and Legislatures	Party Competition and Electoral Strategy	Pola Lehmann	WZB  Berlin Social Science Center, Germany	Tarik Abou-Chadi	University of Oxford, United Kingdom	1394
53579	CP09	Comparative Politics	Populism in a comparative perspective	Anthony McGann	University of Strathclyde, United Kingdom	Gloria Gennaro	NA	1070
53579	CP09	Comparative Politics	Populism in a comparative perspective	Anthony McGann	University of Strathclyde, United Kingdom	Gloria Gennaro	NA	1818
53579	CP09	Comparative Politics	Populism in a comparative perspective	Anthony McGann	University of Strathclyde, United Kingdom	Gloria Gennaro	NA	1915
53579	CP09	Comparative Politics	Populism in a comparative perspective	Anthony McGann	University of Strathclyde, United Kingdom	Gloria Gennaro	NA	548
53569	PC14	Political Communication	Survey Experiments in Political Communication	Simon Ellerbrock	MZES, University of Mannheim, Germany	Johannes Gruber	Vrije Universiteit Amsterdam, Netherlands	1044
53569	PC14	Political Communication	Survey Experiments in Political Communication	Simon Ellerbrock	MZES, University of Mannheim, Germany	Johannes Gruber	Vrije Universiteit Amsterdam, Netherlands	1208
53569	PC14	Political Communication	Survey Experiments in Political Communication	Simon Ellerbrock	MZES, University of Mannheim, Germany	Johannes Gruber	Vrije Universiteit Amsterdam, Netherlands	1222
53569	PC14	Political Communication	Survey Experiments in Political Communication	Simon Ellerbrock	MZES, University of Mannheim, Germany	Johannes Gruber	Vrije Universiteit Amsterdam, Netherlands	1106
53564	PC13	Political Communication	Social Media Experiments	Fabrizio Gilardi	University of Zurich, Switzerland	Raymond Duch	University of Oxford, United Kingdom	806
53564	PC13	Political Communication	Social Media Experiments	Fabrizio Gilardi	University of Zurich, Switzerland	Raymond Duch	University of Oxford, United Kingdom	870
53564	PC13	Political Communication	Social Media Experiments	Fabrizio Gilardi	University of Zurich, Switzerland	Raymond Duch	University of Oxford, United Kingdom	1526
53564	PC13	Political Communication	Social Media Experiments	Fabrizio Gilardi	University of Zurich, Switzerland	Raymond Duch	University of Oxford, United Kingdom	1644
53563	GD11	Gender Politics and Diversity	Violence towards women and minoritised groups	Elin Berlin	University of Maryland, USA	Jennifer Dumas	University of Louisiana at Monroe, USA	238
53563	GD11	Gender Politics and Diversity	Violence towards women and minoritised groups	Elin Berlin	University of Maryland, USA	Jennifer Dumas	University of Louisiana at Monroe, USA	778
53563	GD11	Gender Politics and Diversity	Violence towards women and minoritised groups	Elin Berlin	University of Maryland, USA	Jennifer Dumas	University of Louisiana at Monroe, USA	1502
53563	GD11	Gender Politics and Diversity	Violence towards women and minoritised groups	Elin Berlin	University of Maryland, USA	Jennifer Dumas	University of Louisiana at Monroe, USA	1983
53563	GD11	Gender Politics and Diversity	Violence towards women and minoritised groups	Elin Berlin	University of Maryland, USA	Jennifer Dumas	University of Louisiana at Monroe, USA	245
53561	CP07	Comparative Politics	Trust and Protest	Mads Dagnis Jensen	NA	Daniel Devine	NA	664
53561	CP07	Comparative Politics	Trust and Protest	Mads Dagnis Jensen	NA	Daniel Devine	NA	1720
53561	CP07	Comparative Politics	Trust and Protest	Mads Dagnis Jensen	NA	Daniel Devine	NA	1612
53561	CP07	Comparative Politics	Trust and Protest	Mads Dagnis Jensen	NA	Daniel Devine	NA	219
53561	CP07	Comparative Politics	Trust and Protest	Mads Dagnis Jensen	NA	Daniel Devine	NA	324
53560	PC10	Political Communication	Polarisation and Political Communication	Gregory Eady	University of Copenhagen, Denmark	Shigeo Hirano	Columbia University, USA	649
53560	PC10	Political Communication	Polarisation and Political Communication	Gregory Eady	University of Copenhagen, Denmark	Shigeo Hirano	Columbia University, USA	1024
53560	PC10	Political Communication	Polarisation and Political Communication	Gregory Eady	University of Copenhagen, Denmark	Shigeo Hirano	Columbia University, USA	1091
53560	PC10	Political Communication	Polarisation and Political Communication	Gregory Eady	University of Copenhagen, Denmark	Shigeo Hirano	Columbia University, USA	1317
53560	PC10	Political Communication	Polarisation and Political Communication	Gregory Eady	University of Copenhagen, Denmark	Shigeo Hirano	Columbia University, USA	1583
53559	GD01	Gender Politics and Diversity	Evaluations and vote choice of candidates from diverse backgrounds	Gabriele Magni	Loyola Marymount University, USA	Malu Gatto	University College London, United Kingdom	402
53559	GD01	Gender Politics and Diversity	Evaluations and vote choice of candidates from diverse backgrounds	Gabriele Magni	Loyola Marymount University, USA	Malu Gatto	University College London, United Kingdom	1543
53559	GD01	Gender Politics and Diversity	Evaluations and vote choice of candidates from diverse backgrounds	Gabriele Magni	Loyola Marymount University, USA	Malu Gatto	University College London, United Kingdom	1629
53559	GD01	Gender Politics and Diversity	Evaluations and vote choice of candidates from diverse backgrounds	Gabriele Magni	Loyola Marymount University, USA	Malu Gatto	University College London, United Kingdom	1890
53559	GD01	Gender Politics and Diversity	Evaluations and vote choice of candidates from diverse backgrounds	Gabriele Magni	Loyola Marymount University, USA	Malu Gatto	University College London, United Kingdom	1217
53557	PC05	Political Communication	I've been Framed!	Katjana Gattermann	University of Amsterdam, Netherlands	Emma Turkenburg	KU Leuven, Belgium	395
53557	PC05	Political Communication	I've been Framed!	Katjana Gattermann	University of Amsterdam, Netherlands	Emma Turkenburg	KU Leuven, Belgium	790
53557	PC05	Political Communication	I've been Framed!	Katjana Gattermann	University of Amsterdam, Netherlands	Emma Turkenburg	KU Leuven, Belgium	887
53557	PC05	Political Communication	I've been Framed!	Katjana Gattermann	University of Amsterdam, Netherlands	Emma Turkenburg	KU Leuven, Belgium	978
53557	PC05	Political Communication	I've been Framed!	Katjana Gattermann	University of Amsterdam, Netherlands	Emma Turkenburg	KU Leuven, Belgium	993
53556	PC04	Political Communication	Content Moderation	Stefanie Bailer	University of Basel, Switzerland	Alexander Bor	Central European University, Hungary	481
53556	PC04	Political Communication	Content Moderation	Stefanie Bailer	University of Basel, Switzerland	Alexander Bor	Central European University, Hungary	771
53556	PC04	Political Communication	Content Moderation	Stefanie Bailer	University of Basel, Switzerland	Alexander Bor	Central European University, Hungary	1313
53554	PC03	Political Communication	Media Control in Authoritarian Systems	Philipp Lutscher	University of Oslo, Norway	Attila Balla	Central European University, Austria	910
53554	PC03	Political Communication	Media Control in Authoritarian Systems	Philipp Lutscher	University of Oslo, Norway	Attila Balla	Central European University, Austria	1014
53554	PC03	Political Communication	Media Control in Authoritarian Systems	Philipp Lutscher	University of Oslo, Norway	Attila Balla	Central European University, Austria	1210
53554	PC03	Political Communication	Media Control in Authoritarian Systems	Philipp Lutscher	University of Oslo, Norway	Attila Balla	Central European University, Austria	1701
53554	PC03	Political Communication	Media Control in Authoritarian Systems	Philipp Lutscher	University of Oslo, Norway	Attila Balla	Central European University, Austria	236
53553	ME04	Political Methodology	Measuring Political Preferences and Attitudes	Joseph Ornstein	University of Georgia, USA	Joseph Ornstein	University of Georgia, USA	808
53553	ME04	Political Methodology	Measuring Political Preferences and Attitudes	Joseph Ornstein	University of Georgia, USA	Joseph Ornstein	University of Georgia, USA	1477
53553	ME04	Political Methodology	Measuring Political Preferences and Attitudes	Joseph Ornstein	University of Georgia, USA	Joseph Ornstein	University of Georgia, USA	1688
53552	PC02	Political Communication	Political Rhetoric and Party Competition	Simon T. Franzmann	University of Goettingen, Germany	Emily Frank	Humboldt University of Berlin, Germany	646
53552	PC02	Political Communication	Political Rhetoric and Party Competition	Simon T. Franzmann	University of Goettingen, Germany	Emily Frank	Humboldt University of Berlin, Germany	770
53552	PC02	Political Communication	Political Rhetoric and Party Competition	Simon T. Franzmann	University of Goettingen, Germany	Emily Frank	Humboldt University of Berlin, Germany	1260
53552	PC02	Political Communication	Political Rhetoric and Party Competition	Simon T. Franzmann	University of Goettingen, Germany	Emily Frank	Humboldt University of Berlin, Germany	77
53552	PC02	Political Communication	Political Rhetoric and Party Competition	Simon T. Franzmann	University of Goettingen, Germany	Emily Frank	Humboldt University of Berlin, Germany	1084
53551	PC12	Political Communication	Group Appeals	Lisa Zehnter	Berlin Social Science Center (WZB), Germany	Simon Franzmann	University of Goettingen, Germany	632
53551	PC12	Political Communication	Group Appeals	Lisa Zehnter	Berlin Social Science Center (WZB), Germany	Simon Franzmann	University of Goettingen, Germany	959
53551	PC12	Political Communication	Group Appeals	Lisa Zehnter	Berlin Social Science Center (WZB), Germany	Simon Franzmann	University of Goettingen, Germany	986
53551	PC12	Political Communication	Group Appeals	Lisa Zehnter	Berlin Social Science Center (WZB), Germany	Simon Franzmann	University of Goettingen, Germany	1787
53550	PL11	Parties and Legislatures	Parties and Elites in non-Democracies I	Adrian del Rio	Berlin Social Science Centre, Germany, Germany	Haakon Gjerløw	Peace Research Institute Oslo, Norway	44
53550	PL11	Parties and Legislatures	Parties and Elites in non-Democracies I	Adrian del Rio	Berlin Social Science Centre, Germany, Germany	Haakon Gjerløw	Peace Research Institute Oslo, Norway	641
53550	PL11	Parties and Legislatures	Parties and Elites in non-Democracies I	Adrian del Rio	Berlin Social Science Centre, Germany, Germany	Haakon Gjerløw	Peace Research Institute Oslo, Norway	1008
53550	PL11	Parties and Legislatures	Parties and Elites in non-Democracies I	Adrian del Rio	Berlin Social Science Centre, Germany, Germany	Haakon Gjerløw	Peace Research Institute Oslo, Norway	1093
53550	PL11	Parties and Legislatures	Parties and Elites in non-Democracies I	Adrian del Rio	Berlin Social Science Centre, Germany, Germany	Haakon Gjerløw	Peace Research Institute Oslo, Norway	1168
53549	PL08	Parties and Legislatures	Small Parties and Electoral Competition	Sarah Wagner	University of Mannheim, Germany	Jae-Jae Spoon	University of Pittsburgh, USA	729
53549	PL08	Parties and Legislatures	Small Parties and Electoral Competition	Sarah Wagner	University of Mannheim, Germany	Jae-Jae Spoon	University of Pittsburgh, USA	740
53549	PL08	Parties and Legislatures	Small Parties and Electoral Competition	Sarah Wagner	University of Mannheim, Germany	Jae-Jae Spoon	University of Pittsburgh, USA	845
53549	PL08	Parties and Legislatures	Small Parties and Electoral Competition	Sarah Wagner	University of Mannheim, Germany	Jae-Jae Spoon	University of Pittsburgh, USA	464
53549	PL08	Parties and Legislatures	Small Parties and Electoral Competition	Sarah Wagner	University of Mannheim, Germany	Jae-Jae Spoon	University of Pittsburgh, USA	1656
53545	PC01	Political Communication	Online Incivility and Abuse	Dominik Hangartner	ETZ Zurich, Switzerland	Stefanie Bailer	University of Basel, Germany	898
53545	PC01	Political Communication	Online Incivility and Abuse	Dominik Hangartner	ETZ Zurich, Switzerland	Stefanie Bailer	University of Basel, Germany	947
53545	PC01	Political Communication	Online Incivility and Abuse	Dominik Hangartner	ETZ Zurich, Switzerland	Stefanie Bailer	University of Basel, Germany	1200
53545	PC01	Political Communication	Online Incivility and Abuse	Dominik Hangartner	ETZ Zurich, Switzerland	Stefanie Bailer	University of Basel, Germany	1265
53545	PC01	Political Communication	Online Incivility and Abuse	Dominik Hangartner	ETZ Zurich, Switzerland	Stefanie Bailer	University of Basel, Germany	1831
53541	PL02	Parties and Legislatures	Coalition Politics	Theres Matthieß	University of Trier, Netherlands	Florence So	Lund University, Sweden	176
53541	PL02	Parties and Legislatures	Coalition Politics	Theres Matthieß	University of Trier, Netherlands	Florence So	Lund University, Sweden	1020
53541	PL02	Parties and Legislatures	Coalition Politics	Theres Matthieß	University of Trier, Netherlands	Florence So	Lund University, Sweden	1413
53541	PL02	Parties and Legislatures	Coalition Politics	Theres Matthieß	University of Trier, Netherlands	Florence So	Lund University, Sweden	1187
53541	PL02	Parties and Legislatures	Coalition Politics	Theres Matthieß	University of Trier, Netherlands	Florence So	Lund University, Sweden	667
53533	EU10	European & EU Politics	Regional, national and supranational politics within the EU	Patrick Clasen	University of Duisburg-Essen, Germany	NA	NA	801
53533	EU10	European & EU Politics	Regional, national and supranational politics within the EU	Patrick Clasen	University of Duisburg-Essen, Germany	NA	NA	1480
53533	EU10	European & EU Politics	Regional, national and supranational politics within the EU	Patrick Clasen	University of Duisburg-Essen, Germany	NA	NA	1967
53533	EU10	European & EU Politics	Regional, national and supranational politics within the EU	Patrick Clasen	University of Duisburg-Essen, Germany	NA	NA	2049
53532	ME08	Political Methodology	New Developments in Text Analysis	MaryClare Roche	Princeton University, USA	MaryClare Roche	Princeton University, USA	212
53532	ME08	Political Methodology	New Developments in Text Analysis	MaryClare Roche	Princeton University, USA	MaryClare Roche	Princeton University, USA	1027
53532	ME08	Political Methodology	New Developments in Text Analysis	MaryClare Roche	Princeton University, USA	MaryClare Roche	Princeton University, USA	1793
53532	ME08	Political Methodology	New Developments in Text Analysis	MaryClare Roche	Princeton University, USA	MaryClare Roche	Princeton University, USA	1932
53531	ME09	Political Methodology	Topics in Causal Inference	Kevin Clarke	University of Rochester, USA	Kevin Clarke	University of Rochester, USA	750
53531	ME09	Political Methodology	Topics in Causal Inference	Kevin Clarke	University of Rochester, USA	Kevin Clarke	University of Rochester, USA	866
53531	ME09	Political Methodology	Topics in Causal Inference	Kevin Clarke	University of Rochester, USA	Kevin Clarke	University of Rochester, USA	1054
53531	ME09	Political Methodology	Topics in Causal Inference	Kevin Clarke	University of Rochester, USA	Kevin Clarke	University of Rochester, USA	1287
53531	ME09	Political Methodology	Topics in Causal Inference	Kevin Clarke	University of Rochester, USA	Kevin Clarke	University of Rochester, USA	813
53526	PP01	Public Policy and Public Administration	Support for policies about vaccines and refugees	NA	NA	Kristy Pathakis	NA	121
53526	PP01	Public Policy and Public Administration	Support for policies about vaccines and refugees	NA	NA	Kristy Pathakis	NA	1344
53526	PP01	Public Policy and Public Administration	Support for policies about vaccines and refugees	NA	NA	Kristy Pathakis	NA	1406
53525	IP10	International Political Economy & IOs	International Economic Governance	Manfred Elsig	University of Bern, Switzerland	Patrick Shea	University of Glasgow, United Kingdom	227
53525	IP10	International Political Economy & IOs	International Economic Governance	Manfred Elsig	University of Bern, Switzerland	Patrick Shea	University of Glasgow, United Kingdom	346
53525	IP10	International Political Economy & IOs	International Economic Governance	Manfred Elsig	University of Bern, Switzerland	Patrick Shea	University of Glasgow, United Kingdom	948
53525	IP10	International Political Economy & IOs	International Economic Governance	Manfred Elsig	University of Bern, Switzerland	Patrick Shea	University of Glasgow, United Kingdom	272
53525	IP10	International Political Economy & IOs	International Economic Governance	Manfred Elsig	University of Bern, Switzerland	Patrick Shea	University of Glasgow, United Kingdom	1581
53524	EU08	European & EU Politics	The EU legislative process: inter and intra institutional bargaining	Giuseppe Montalbano	University of Luxembourg, Luxembourg	NA	NA	88
53524	EU08	European & EU Politics	The EU legislative process: inter and intra institutional bargaining	Giuseppe Montalbano	University of Luxembourg, Luxembourg	NA	NA	1190
53524	EU08	European & EU Politics	The EU legislative process: inter and intra institutional bargaining	Giuseppe Montalbano	University of Luxembourg, Luxembourg	NA	NA	1192
53523	PL14	Parties and Legislatures	Politics of the European Parliament	Jens Wäckerle	University of Cologne, Germany	Gail McElroy	Trinity College Dublin, Ireland	488
53523	PL14	Parties and Legislatures	Politics of the European Parliament	Jens Wäckerle	University of Cologne, Germany	Gail McElroy	Trinity College Dublin, Ireland	1259
53523	PL14	Parties and Legislatures	Politics of the European Parliament	Jens Wäckerle	University of Cologne, Germany	Gail McElroy	Trinity College Dublin, Ireland	1797
53523	PL14	Parties and Legislatures	Politics of the European Parliament	Jens Wäckerle	University of Cologne, Germany	Gail McElroy	Trinity College Dublin, Ireland	1372
53522	PL13	Parties and Legislatures	Populism and Polarisation	Sofia Marini	University of Vienna, Austria	Mariken van der Velden	Vrije Universiteit Amsterdam, Netherlands	972
53522	PL13	Parties and Legislatures	Populism and Polarisation	Sofia Marini	University of Vienna, Austria	Mariken van der Velden	Vrije Universiteit Amsterdam, Netherlands	1075
53522	PL13	Parties and Legislatures	Populism and Polarisation	Sofia Marini	University of Vienna, Austria	Mariken van der Velden	Vrije Universiteit Amsterdam, Netherlands	1454
53522	PL13	Parties and Legislatures	Populism and Polarisation	Sofia Marini	University of Vienna, Austria	Mariken van der Velden	Vrije Universiteit Amsterdam, Netherlands	1683
53522	PL13	Parties and Legislatures	Populism and Polarisation	Sofia Marini	University of Vienna, Austria	Mariken van der Velden	Vrije Universiteit Amsterdam, Netherlands	1775
53520	IP05	International Political Economy & IOs	Democracy, Autocracy and the Liberal International Order	Tana Johnson	University of Wisconsin, USA	Rodwan Abouharb	University College London, United Kingdom	128
53520	IP05	International Political Economy & IOs	Democracy, Autocracy and the Liberal International Order	Tana Johnson	University of Wisconsin, USA	Rodwan Abouharb	University College London, United Kingdom	847
53520	IP05	International Political Economy & IOs	Democracy, Autocracy and the Liberal International Order	Tana Johnson	University of Wisconsin, USA	Rodwan Abouharb	University College London, United Kingdom	1335
53520	IP05	International Political Economy & IOs	Democracy, Autocracy and the Liberal International Order	Tana Johnson	University of Wisconsin, USA	Rodwan Abouharb	University College London, United Kingdom	1387
53520	IP05	International Political Economy & IOs	Democracy, Autocracy and the Liberal International Order	Tana Johnson	University of Wisconsin, USA	Rodwan Abouharb	University College London, United Kingdom	1638
53517	PP03	Public Policy and Public Administration	Climate and Environmental Policy 	Thomas Bernauer	NA	Shiran Victoria Shen	NA	203
53517	PP03	Public Policy and Public Administration	Climate and Environmental Policy 	Thomas Bernauer	NA	Shiran Victoria Shen	NA	954
53517	PP03	Public Policy and Public Administration	Climate and Environmental Policy 	Thomas Bernauer	NA	Shiran Victoria Shen	NA	1138
53517	PP03	Public Policy and Public Administration	Climate and Environmental Policy 	Thomas Bernauer	NA	Shiran Victoria Shen	NA	1186
53517	PP03	Public Policy and Public Administration	Climate and Environmental Policy 	Thomas Bernauer	NA	Shiran Victoria Shen	NA	1532
53515	FT04	Formal Models	Inefficient Policies and Bad Agents	Erin York	Vanderbilt, USA	Bradley Smith	Vanderbilt, USA	414
53515	FT04	Formal Models	Inefficient Policies and Bad Agents	Erin York	Vanderbilt, USA	Bradley Smith	Vanderbilt, USA	479
53515	FT04	Formal Models	Inefficient Policies and Bad Agents	Erin York	Vanderbilt, USA	Bradley Smith	Vanderbilt, USA	889
53515	FT04	Formal Models	Inefficient Policies and Bad Agents	Erin York	Vanderbilt, USA	Bradley Smith	Vanderbilt, USA	1782
53514	FT03	Formal Models	Informational Strategies	Catherine Hafer	New York University, USA	Antonin Mace	CNRS, Paris School of Economics and Ecole Normale Superieure-PSL, France	1296
53514	FT03	Formal Models	Informational Strategies	Catherine Hafer	New York University, USA	Antonin Mace	CNRS, Paris School of Economics and Ecole Normale Superieure-PSL, France	1828
53514	FT03	Formal Models	Informational Strategies	Catherine Hafer	New York University, USA	Antonin Mace	CNRS, Paris School of Economics and Ecole Normale Superieure-PSL, France	1879
53514	FT03	Formal Models	Informational Strategies	Catherine Hafer	New York University, USA	Antonin Mace	CNRS, Paris School of Economics and Ecole Normale Superieure-PSL, France	2045
53513	FT02	Formal Models	Formal Models of Conflict	Scott Gates	PRIO, Norway	Alastair Smith	New York University, USA	586
53513	FT02	Formal Models	Formal Models of Conflict	Scott Gates	PRIO, Norway	Alastair Smith	New York University, USA	1026
53513	FT02	Formal Models	Formal Models of Conflict	Scott Gates	PRIO, Norway	Alastair Smith	New York University, USA	1781
53513	FT02	Formal Models	Formal Models of Conflict	Scott Gates	PRIO, Norway	Alastair Smith	New York University, USA	2009
53512	PP02	Public Policy and Public Administration	State security through welfare and regulation	NA	NA	NA	NA	1323
53512	PP02	Public Policy and Public Administration	State security through welfare and regulation	NA	NA	NA	NA	1548
53512	PP02	Public Policy and Public Administration	State security through welfare and regulation	NA	NA	NA	NA	1872
53512	PP02	Public Policy and Public Administration	State security through welfare and regulation	NA	NA	NA	NA	1471
53512	PP02	Public Policy and Public Administration	State security through welfare and regulation	NA	NA	NA	NA	1456
53509	IP04	International Political Economy & IOs	Global Climate Politics and Governance	Erik Voeten	Georgetown University, USA	Erik Voeten	Georgetown University, USA	329
53509	IP04	International Political Economy & IOs	Global Climate Politics and Governance	Erik Voeten	Georgetown University, USA	Erik Voeten	Georgetown University, USA	499
53509	IP04	International Political Economy & IOs	Global Climate Politics and Governance	Erik Voeten	Georgetown University, USA	Erik Voeten	Georgetown University, USA	615
53509	IP04	International Political Economy & IOs	Global Climate Politics and Governance	Erik Voeten	Georgetown University, USA	Erik Voeten	Georgetown University, USA	722
53508	IP03	International Political Economy & IOs	Politics of Foreign Aid and Development	Aparna Ravi	University College London, United Kingdom	Mirko Heinzel	University of Glasgow, United Kingdom	362
53508	IP03	International Political Economy & IOs	Politics of Foreign Aid and Development	Aparna Ravi	University College London, United Kingdom	Mirko Heinzel	University of Glasgow, United Kingdom	703
53508	IP03	International Political Economy & IOs	Politics of Foreign Aid and Development	Aparna Ravi	University College London, United Kingdom	Mirko Heinzel	University of Glasgow, United Kingdom	751
53508	IP03	International Political Economy & IOs	Politics of Foreign Aid and Development	Aparna Ravi	University College London, United Kingdom	Mirko Heinzel	University of Glasgow, United Kingdom	1659
53508	IP03	International Political Economy & IOs	Politics of Foreign Aid and Development	Aparna Ravi	University College London, United Kingdom	Mirko Heinzel	University of Glasgow, United Kingdom	921
53507	IP02	International Political Economy & IOs	Domestic Politics of IPE	Boram Lee	London School of Economics, United Kingdom	Ben Cormier	University of Strathclyde, United Kingdom	167
53507	IP02	International Political Economy & IOs	Domestic Politics of IPE	Boram Lee	London School of Economics, United Kingdom	Ben Cormier	University of Strathclyde, United Kingdom	575
53507	IP02	International Political Economy & IOs	Domestic Politics of IPE	Boram Lee	London School of Economics, United Kingdom	Ben Cormier	University of Strathclyde, United Kingdom	1470
53507	IP02	International Political Economy & IOs	Domestic Politics of IPE	Boram Lee	London School of Economics, United Kingdom	Ben Cormier	University of Strathclyde, United Kingdom	2006
53507	IP02	International Political Economy & IOs	Domestic Politics of IPE	Boram Lee	London School of Economics, United Kingdom	Ben Cormier	University of Strathclyde, United Kingdom	1845
53506	ME05	Political Methodology	New Methods for Studying Party Behaviour and Competition	Alona Dolinsky	University Colege Dublin, Ireland	Lena Maria Huber	University of Vienna, Austria	209
53506	ME05	Political Methodology	New Methods for Studying Party Behaviour and Competition	Alona Dolinsky	University Colege Dublin, Ireland	Lena Maria Huber	University of Vienna, Austria	447
53506	ME05	Political Methodology	New Methods for Studying Party Behaviour and Competition	Alona Dolinsky	University Colege Dublin, Ireland	Lena Maria Huber	University of Vienna, Austria	1266
53506	ME05	Political Methodology	New Methods for Studying Party Behaviour and Competition	Alona Dolinsky	University Colege Dublin, Ireland	Lena Maria Huber	University of Vienna, Austria	1755
53505	ME06	Political Methodology	Improving Survey Research Methods	Franziska Quoß	ETH Zürich, Switzerland	Franziska Quoß	ETH Zürich, Switzerland	49
53505	ME06	Political Methodology	Improving Survey Research Methods	Franziska Quoß	ETH Zürich, Switzerland	Franziska Quoß	ETH Zürich, Switzerland	162
53505	ME06	Political Methodology	Improving Survey Research Methods	Franziska Quoß	ETH Zürich, Switzerland	Franziska Quoß	ETH Zürich, Switzerland	670
53505	ME06	Political Methodology	Improving Survey Research Methods	Franziska Quoß	ETH Zürich, Switzerland	Franziska Quoß	ETH Zürich, Switzerland	2030
53504	EU09	European & EU Politics	Policy preferences and representation in a multilevel setting	Gail McElroy	Trinity College Dublin, Ireland	Agni Poullikka	City, University of London, United Kingdom	681
53504	EU09	European & EU Politics	Policy preferences and representation in a multilevel setting	Gail McElroy	Trinity College Dublin, Ireland	Agni Poullikka	City, University of London, United Kingdom	1221
53504	EU09	European & EU Politics	Policy preferences and representation in a multilevel setting	Gail McElroy	Trinity College Dublin, Ireland	Agni Poullikka	City, University of London, United Kingdom	1848
53504	EU09	European & EU Politics	Policy preferences and representation in a multilevel setting	Gail McElroy	Trinity College Dublin, Ireland	Agni Poullikka	City, University of London, United Kingdom	307
53504	EU09	European & EU Politics	Policy preferences and representation in a multilevel setting	Gail McElroy	Trinity College Dublin, Ireland	Agni Poullikka	City, University of London, United Kingdom	637
53503	EU06	European & EU Politics	Who's your MEP? Representation by EU institutions	Mark Pickup	Simon Fraser University, Canada	Stefan Müller	University College Dublin, Ireland	357
53503	EU06	European & EU Politics	Who's your MEP? Representation by EU institutions	Mark Pickup	Simon Fraser University, Canada	Stefan Müller	University College Dublin, Ireland	915
53503	EU06	European & EU Politics	Who's your MEP? Representation by EU institutions	Mark Pickup	Simon Fraser University, Canada	Stefan Müller	University College Dublin, Ireland	1219
53503	EU06	European & EU Politics	Who's your MEP? Representation by EU institutions	Mark Pickup	Simon Fraser University, Canada	Stefan Müller	University College Dublin, Ireland	1689
53503	EU06	European & EU Politics	Who's your MEP? Representation by EU institutions	Mark Pickup	Simon Fraser University, Canada	Stefan Müller	University College Dublin, Ireland	1238
53501	EU07	European & EU Politics	EU decision making: formal and informal policy negotiations	Jens Waeckerle	University of Cologne, Germany	Awenig Marié	Université Libre de Bruxelles, Belgium	553
53501	EU07	European & EU Politics	EU decision making: formal and informal policy negotiations	Jens Waeckerle	University of Cologne, Germany	Awenig Marié	Université Libre de Bruxelles, Belgium	713
53501	EU07	European & EU Politics	EU decision making: formal and informal policy negotiations	Jens Waeckerle	University of Cologne, Germany	Awenig Marié	Université Libre de Bruxelles, Belgium	1707
53499	EU05	European & EU Politics	EU environmental policy: together towards a greener Europe?	Stefan Müller	University College Dublin, Ireland	Zachary Greene	University of Strathclyde, United Kingdom	371
