author	affiliation	abstract_id	role	session_id	presenter
Josep Maria Comellas	Universitat Pompeu Fabra, Spain	1754	p	NA	y
Josep Maria Comellas	Universitat Pompeu Fabra, Spain	NA	c	70796	NA
Ruth Dassonneville	Université de Montréal, Canada	809	p	NA	y
Ruth Dassonneville	Université de Montréal, Canada	1788	p	NA	n
Ruth Dassonneville	Université de Montréal, Canada	1766	p	NA	n
Ruth Dassonneville	Université de Montréal, Canada	1743	p	NA	n
Ruth Dassonneville	Université de Montréal, Canada	1694	p	NA	n
Ruth Dassonneville	Université de Montréal, Canada	1574	p	NA	y
Ruth Dassonneville	Université de Montréal, Canada	1169	p	NA	y
Ruth Dassonneville	Université de Montréal, Canada	NA	d	70800	NA
Semih Cakir	Université de Montréal, Canada && University of Vienna, Austria	1766	p	NA	y
Semih Cakir	Université de Montréal, Canada && University of Vienna, Austria	1746	p	NA	y
Semih Cakir	Université de Montréal, Canada && University of Vienna, Austria	1736	p	NA	y
Emilien Paulis	Université du Luxembourg, Luxembourg && Université Libre de Bruxelles, Belgium	634	p	NA	n
Emilien Paulis	Université du Luxembourg, Luxembourg && Université Libre de Bruxelles, Belgium	1390	p	NA	n
Davide Vittori	Université Libre de Bruxelles, Belgium	634	p	NA	n
Davide Vittori	Université Libre de Bruxelles, Belgium	1531	p	NA	n
Davide Vittori	Université Libre de Bruxelles, Belgium	1390	p	NA	y
Guido Panzano	Université Libre de Bruxelles, Belgium	983	p	NA	y
Guido Panzano	Université Libre de Bruxelles, Belgium	1347	p	NA	y
Guido Panzano	Université Libre de Bruxelles, Belgium	NA	d	70588	NA
Jean-Benoit Pilet	Université Libre de Bruxelles, Belgium	634	p	NA	n
Jean-Benoit Pilet	Université Libre de Bruxelles, Belgium	1390	p	NA	n
Sebastien Rojon	Université Libre de Bruxelles, Belgium	634	p	NA	y
Sebastien Rojon	Université Libre de Bruxelles, Belgium	1390	p	NA	n
Pedro Riera	Universidad Carlos III de Madrid, Spain	748	p	NA	n
Pedro Riera	Universidad Carlos III de Madrid, Spain	1563	p	NA	y
Pedro Riera	Universidad Carlos III de Madrid, Spain	1394	p	NA	y
Stefan Müller	University College Dublin, Ireland	539	p	NA	n
Stefan Müller	University College Dublin, Ireland	369	p	NA	y
Stefan Müller	University College Dublin, Ireland	NA	c	53499	NA
Stefan Müller	University College Dublin, Ireland	NA	d	53503	NA
Aparna Ravi	University College London, United Kingdom	1795	p	NA	y
Aparna Ravi	University College London, United Kingdom	NA	c	53508	NA
Markus Kollberg	University College London, United Kingdom	770	p	NA	y
Markus Kollberg	University College London, United Kingdom	NA	c	53586	NA
Peter Dinesen	University College London, United Kingdom && University of Copenhagen, Denmark	900	p	NA	n
Peter Dinesen	University College London, United Kingdom && University of Copenhagen, Denmark	1281	p	NA	y
Jihed Ncib	University College, Dublin, Ireland	539	p	NA	n
Jihed Ncib	University College, Dublin, Ireland	1626	p	NA	y
Alessandro Del Ponte	University of Alabama, USA	660	p	NA	y
Alessandro Del Ponte	University of Alabama, USA	1982	p	NA	n
Alessandro Del Ponte	University of Alabama, USA	1734	p	NA	y
Fabio Votta	University of Amsterdam, Netherlands	1677	p	NA	n
Fabio Votta	University of Amsterdam, Netherlands	1644	p	NA	y
Albert Falcó-Gimeno	University of Barcelona, Spain	1933	p	NA	n
Albert Falcó-Gimeno	University of Barcelona, Spain	1818	p	NA	y
Albert Falcó-Gimeno	University of Barcelona, Spain	1187	p	NA	y
Albert Solé-Ollé	University of Barcelona, Spain	1945	p	NA	y
Macarena Ares	University of Barcelona, Spain	677	p	NA	n
Macarena Ares	University of Barcelona, Spain	601	p	NA	y
Macarena Ares	University of Barcelona, Spain	1218	p	NA	y
Macarena Ares	University of Barcelona, Spain	NA	d	70830	NA
Macarena Ares	University of Barcelona, Spain	NA	c	70841	NA
Matteo Gamalerio	University of Barcelona, Spain	1945	p	NA	n
Stefanie Bailer	University of Basel, Switzerland	1485	p	NA	y
Stefanie Bailer	University of Basel, Switzerland	1265	p	NA	n
Stefanie Bailer	University of Basel, Switzerland	NA	d	53545	NA
Stefanie Bailer	University of Basel, Switzerland	NA	c	53556	NA
Marta Eidheim	University of Bergen, Norway	1468	p	NA	y
Marta Eidheim	University of Bergen, Norway	NA	c	70848	NA
Lise Rakner	University of Bergen, Norway && Chr. Michelsens Institute, Norway	926	p	NA	n
Lise Rakner	University of Bergen, Norway && Chr. Michelsens Institute, Norway	448	p	NA	n
Lise Rakner	University of Bergen, Norway && Chr. Michelsens Institute, Norway	1180	p	NA	n
Indridi Indridason	University of California Riverside, USA	1906	p	NA	y
Indridi Indridason	University of California Riverside, USA	1903	p	NA	n
Indridi Indridason	University of California Riverside, USA	NA	d	70591	NA
Sven-Oliver Proksch	University of Cologne, Cologne Center for Comparative Politics, Germany	972	p	NA	n
Sven-Oliver Proksch	University of Cologne, Cologne Center for Comparative Politics, Germany	551	p	NA	n
Sven-Oliver Proksch	University of Cologne, Cologne Center for Comparative Politics, Germany	1971	p	NA	n
Kristina Aleksandrovna Pedersen	University of Copenhagen, Denmark	1392	p	NA	y
Kristina Aleksandrovna Pedersen	University of Copenhagen, Denmark	1292	p	NA	y
Achim Goerres	University of Duisburg-Essen, Germany	750	p	NA	n
Achim Goerres	University of Duisburg-Essen, Germany	679	p	NA	n
Achim Goerres	University of Duisburg-Essen, Germany	674	p	NA	y
Achim Goerres	University of Duisburg-Essen, Germany	1279	p	NA	y
Ju Yeon Park	University of Essex, United Kingdom	250	p	NA	n
Ju Yeon Park	University of Essex, United Kingdom	1793	p	NA	n
Simon Hug	University of Geneva, Switzerland	1608	p	NA	y
Simon Hug	University of Geneva, Switzerland	1525	p	NA	y
Anja Neundorf	University of Glasgow, United Kingdom	294	p	NA	n
Anja Neundorf	University of Glasgow, United Kingdom	1556	p	NA	y
Anja Neundorf	University of Glasgow, United Kingdom	1524	p	NA	y
Anja Neundorf	University of Glasgow, United Kingdom	1009	p	NA	n
Aykut Ozturk	University of Glasgow, United Kingdom	1556	p	NA	y
Aykut Ozturk	University of Glasgow, United Kingdom	1524	p	NA	y
Aykut Ozturk	University of Glasgow, United Kingdom	1009	p	NA	n
Fabio Angiolillo	University of Gothenburg, Sweden	880	p	NA	y
Fabio Angiolillo	University of Gothenburg, Sweden	424	p	NA	n
Fabio Angiolillo	University of Gothenburg, Sweden	NA	c	70599	NA
Luca Versteegen	University of Gothenburg, Sweden	97	p	NA	y
Luca Versteegen	University of Gothenburg, Sweden	324	p	NA	n
Luca Versteegen	University of Gothenburg, Sweden	NA	d	70833	NA
Nadine O'Shea	University of Greifswald, Germany	1851	p	NA	y
Nadine O'Shea	University of Greifswald, Germany	1297	p	NA	y
Gerald Schneider	University of Konstanz, Germany	993	p	NA	n
Gerald Schneider	University of Konstanz, Germany	1406	p	NA	n
Gerald Schneider	University of Konstanz, Germany	1026	p	NA	y
David Schweizer	University of Mannheim, Germany	1483	p	NA	y
David Schweizer	University of Mannheim, Germany	NA	c	70579	NA
Jan Menzner	University of Mannheim, Germany	1523	p	NA	y
Jan Menzner	University of Mannheim, Germany	1483	p	NA	y
Jan Menzner	University of Mannheim, Germany	NA	c	70578	NA
João Areal	University of Mannhein, Germany	1691	p	NA	y
João Areal	University of Mannhein, Germany	1523	p	NA	y
Carl Henrik Knutsen	University of Oslo, Norway	952	p	NA	n
Carl Henrik Knutsen	University of Oslo, Norway	485	p	NA	y
Carl Henrik Knutsen	University of Oslo, Norway	415	p	NA	y
Carl Henrik Knutsen	University of Oslo, Norway	225	p	NA	n
Carl Henrik Knutsen	University of Oslo, Norway	1210	p	NA	y
Carl Henrik Knutsen	University of Oslo, Norway	NA	d	70574	NA
Philipp Lutscher	University of Oslo, Norway	1210	p	NA	n
Philipp Lutscher	University of Oslo, Norway	NA	c	53554	NA
Sirianne Dahlum	University of Oslo, Norway	717	p	NA	n
Sirianne Dahlum	University of Oslo, Norway	1909	p	NA	y
Sirianne Dahlum	University of Oslo, Norway	1524	p	NA	y
Sirianne Dahlum	University of Oslo, Norway	1428	p	NA	n
Sirianne Dahlum	University of Oslo, Norway	1009	p	NA	n
Scott Gates	University of Oslo, Norway && Peace Research Institute Oslo (PRIO), Norway	1529	p	NA	y
Scott Gates	University of Oslo, Norway && Peace Research Institute Oslo (PRIO), Norway	1346	p	NA	n
Scott Gates	University of Oslo, Norway && Peace Research Institute Oslo (PRIO), Norway	NA	c	53513	NA
Scott Gates	University of Oslo, Norway && Peace Research Institute Oslo (PRIO), Norway	NA	c	70697	NA
Scott Gates	University of Oslo, Norway && Peace Research Institute Oslo (PRIO), Norway	NA	d	70697	NA
Alexander Kuo	University of Oxford, United Kingdom	1140	p	NA	y
Alexander Kuo	University of Oxford, United Kingdom	NA	c	70824	NA
Alexander Kuo	University of Oxford, United Kingdom	NA	d	70824	NA
Andrea Ruggeri	University of Oxford, United Kingdom	1479	p	NA	n
Tarik Abou-Chadi	University of Oxford, United Kingdom	715	p	NA	y
Tarik Abou-Chadi	University of Oxford, United Kingdom	1975	p	NA	n
Tarik Abou-Chadi	University of Oxford, United Kingdom	1594	p	NA	n
Tarik Abou-Chadi	University of Oxford, United Kingdom	1545	p	NA	n
Tarik Abou-Chadi	University of Oxford, United Kingdom	1280	p	NA	n
Tarik Abou-Chadi	University of Oxford, United Kingdom	NA	d	53581	NA
Tarik Abou-Chadi	University of Oxford, United Kingdom	NA	c	70812	NA
Thomas Hale	University of Oxford, United Kingdom	615	p	NA	y
Thomas Hale	University of Oxford, United Kingdom	NA	d	53607	NA
Marco Pastor Mayo	University of Oxford, United Kingdom && University of Barcelona, Spain	654	p	NA	y
Marco Pastor Mayo	University of Oxford, United Kingdom && University of Barcelona, Spain	1148	p	NA	y
Marco Pastor Mayo	University of Oxford, United Kingdom && University of Barcelona, Spain	NA	c	70838	NA
Robert Huber	University of Salzburg, Austria && University of Reading, United Kingdom	820	p	NA	n
Robert Huber	University of Salzburg, Austria && University of Reading, United Kingdom	1454	p	NA	y
Robert Huber	University of Salzburg, Austria && University of Reading, United Kingdom	NA	d	70579	NA
Sebastian Ludwicki-Ziegler	University of Stirling, United Kingdom	837	p	NA	y
Sebastian Ludwicki-Ziegler	University of Stirling, United Kingdom	693	p	NA	y
Carlos Mendez	University of Strathclyde, United Kingdom	2049	p	NA	n
Carlos Mendez	University of Strathclyde, United Kingdom	1967	p	NA	n
Despina Alexiadou	University of Strathclyde, United Kingdom	327	p	NA	n
Despina Alexiadou	University of Strathclyde, United Kingdom	NA	c	70589	NA
Despina Alexiadou	University of Strathclyde, United Kingdom	NA	d	70715	NA
Patrick Bayer	University of Strathclyde, United Kingdom	489	p	NA	y
Patrick Bayer	University of Strathclyde, United Kingdom	1446	p	NA	y
Patrick Bayer	University of Strathclyde, United Kingdom	1355	p	NA	y
Patrick Bayer	University of Strathclyde, United Kingdom	1315	p	NA	n
Patrick Bayer	University of Strathclyde, United Kingdom	NA	d	53588	NA
Patrick Bayer	University of Strathclyde, United Kingdom	NA	d	70846	NA
Sivaram Cheruvu	University of Texas at Dallas, USA	798	p	NA	y
Sivaram Cheruvu	University of Texas at Dallas, USA	1100	p	NA	n
Theres Matthieß	University of Trier, Germany	1948	p	NA	y
Theres Matthieß	University of Trier, Germany	NA	c	53541	NA
Janne Tukiainen	University of Turku, Finland	828	p	NA	n
Janne Tukiainen	University of Turku, Finland	783	p	NA	y
Janne Tukiainen	University of Turku, Finland	649	p	NA	n
Janne Tukiainen	University of Turku, Finland	313	p	NA	n
Lena Maria Huber	University of Vienna, Austria && MZES, University of Mannheim, Germany	959	p	NA	y
Lena Maria Huber	University of Vienna, Austria && MZES, University of Mannheim, Germany	246	p	NA	y
Lena Maria Huber	University of Vienna, Austria && MZES, University of Mannheim, Germany	209	p	NA	y
Lena Maria Huber	University of Vienna, Austria && MZES, University of Mannheim, Germany	NA	d	53506	NA
Regina Goodnow	University of Wisconsin - La Crosse, USA	372	p	NA	y
Regina Goodnow	University of Wisconsin - La Crosse, USA	NA	c	53620	NA
Tana Johnson	University of Wisconsin-Madison, USA	970	p	NA	y
Tana Johnson	University of Wisconsin-Madison, USA	NA	c	53520	NA
Nils-Christian Bormann	University of Witten/Herdecke, Germany	785	p	NA	y
Nils-Christian Bormann	University of Witten/Herdecke, Germany	1312	p	NA	n
Nils-Christian Bormann	University of Witten/Herdecke, Germany	NA	c	70606	NA
Diane Bolet	University of Zurich, Switzerland	525	p	NA	y
Diane Bolet	University of Zurich, Switzerland	1975	p	NA	n
Diane Bolet	University of Zurich, Switzerland	1545	p	NA	y
Diane Bolet	University of Zurich, Switzerland	NA	d	70843	NA
Valentina Consiglio	University of Zurich, Switzerland && University of Konstanz, Germany	976	p	NA	y
Valentina Consiglio	University of Zurich, Switzerland && University of Konstanz, Germany	1051	p	NA	n
Gudlaug Olafsdottir	Uppsala University, Sweden	1093	p	NA	y
Gudlaug Olafsdottir	Uppsala University, Sweden	NA	c	70587	NA
Bradley Smith	Vanderbilt University, USA	1781	p	NA	y
Bradley Smith	Vanderbilt University, USA	NA	d	53515	NA
Erin York	Vanderbilt University, USA	597	p	NA	y
Erin York	Vanderbilt University, USA	NA	c	53515	NA
Philipp Lutz	Vrije Universiteit Amsterdam, Netherlands	742	p	NA	n
Philipp Lutz	Vrije Universiteit Amsterdam, Netherlands	445	p	NA	y
Philipp Lutz	Vrije Universiteit Amsterdam, Netherlands	NA	d	70597	NA
Daniel Saldivia Gonzatti	WZB Berlin Social Science Center, Germany	986	p	NA	n
Daniel Saldivia Gonzatti	WZB Berlin Social Science Center, Germany	1001	p	NA	y
Daniel Saldivia Gonzatti	WZB Berlin Social Science Center, Germany	NA	d	70832	NA
Pola Lehmann	WZB Berlin Social Science Center, Germany	622	p	NA	y
Pola Lehmann	WZB Berlin Social Science Center, Germany	NA	c	53581	NA
Martin Elff	Zeppelin University, Germany	550	p	NA	n
Martin Elff	Zeppelin University, Germany	1554	p	NA	y
Martin Elff	Zeppelin University, Germany	1546	p	NA	y
Damjan Tomic	Autonomous University of Barcelona, Spain	999	p	NA	y
Enrique Prada	Autonomous University of Barcelona, Spain	999	p	NA	n
Sergi Ferrer	Autonomous University of Barcelona, Spain	999	p	NA	n
Mariia Tepliakova	Paris Lodron Universität Salzburg, Austria	998	p	NA	y
Mariia Tepliakova	Paris Lodron Universität Salzburg, Austria	997	p	NA	y
Alon Yakter	Tel Aviv University, Israel	996	p	NA	n
Gert-Jan Put	KU Leuven, Belgium	996	p	NA	n
Jorge Fernandes	Institute of Public Goods, CSIC, Madrid, Spain	996	p	NA	n
Yael Shomer	Tel Aviv University, Israel	996	p	NA	y
Lisa Zehnter	Berlin Social Science Center (WZB), Germany	995	p	NA	y
Stefanie Ruess	University of Konstanz, Germany	993	p	NA	y
Anna Clemente	European University Institute, Italy	992	p	NA	y
Seonghui Lee	University of Essex, United Kingdom	991	p	NA	y
Julian Hoerner	University of Birmingham, United Kingdom	990	p	NA	y
Christopher Paik	New York University Abu Dhabi, UAE	989	p	NA	y
André Bächtiger	University of Stuttgart, Germany	988	p	NA	n
Bernhard Kittel	University of Vienna, Austria	988	p	NA	n
Marco Steenbergen	University of Zurich, Switzerland	988	p	NA	n
Simon Stocker	University of Stuttgart, Germany	988	p	NA	y
Teresa Völker	WZB Berlin Social Science Center, Germany	986	p	NA	y
Eric Gabo Ekeberg Nilsen	University of Oslo, Norway	982	p	NA	y
Jonas Willibald Schmid	University of Oslo, Norway	982	p	NA	y
Lennart Schürmann	University of Cologne, Germany	979	p	NA	y
Johannes Gruber	Vrije Universiteit Amsterdam, Netherlands	978	p	NA	y
Teresa Völker	WZB Berlin Social Science Center, Germany	973	p	NA	y
Justin Robinson	University of York, United Kingdom	971	p	NA	y
Margaret Foster	University of North Carolina-Chapel Hill, USA	970	p	NA	n
Stylianos Syropoulos	Boston College, USA	97	p	NA	n
Simone Paci	Columbia University, USA	967	p	NA	y
Benjamin G. Engst	University of Konstanz, Germany	965	p	NA	y
David M. Grundmanns	University of Mannheim, Germany	965	p	NA	n
Thomas Gschwend	University of Mannheim, Germany	965	p	NA	n
Catherine De Vries	Bocconi University, Italy	964	p	NA	n
Miriam Sorace	University of Kent, United Kingdom	964	p	NA	y
Simon Hix	European University Institute, Italy	964	p	NA	n
Jochen Müller	University of Greifswald, Germany	963	p	NA	y
Simon Richter	Free University of Berlin, Germany	963	p	NA	y
Thorsten Faas	Free University of Berlin, Germany	963	p	NA	n
Tristan Klingelhöfer	The Hebrew University of Jerusalem, Israel	963	p	NA	y
Agustin Casas	CUNEF Universidad, Spain	962	p	NA	n
Antoni-Italo de Moragas	CUNEF Universidad, Spain	962	p	NA	y
Federico Curci	CUNEF Universidad, Spain	962	p	NA	n
Lisa Lechner	University of Innsbruck, Austria	961	p	NA	n
Alejandro Ecker	Heidelberg University, Germany	960	p	NA	n
Michael Imre	Heidelberg University, Germany	960	p	NA	y
Alona O. Dolinsky	University College Dublin, Ireland	959	p	NA	n
Milena Rapp	University of Mannheim, Germany	958	p	NA	y
Joachim Wehner	London School of Economics, United Kingdom	957	p	NA	y
Mark Hallerberg	Hertie School, Germany	957	p	NA	y
Mark Hallerberg	Hertie School, Germany	955	p	NA	y
Mark Buntaine	UC Santa Barbara, USA	954	p	NA	n
Anna-Sophie Kurella	University of Mannheim, Germany	953	p	NA	n
Milena Rapp	University of Mannheim, Germany	953	p	NA	y
Magnus Bergli Rasmussen	University of South-Eastern Norway, Norway	952	p	NA	y
Jennifer Oser	Ben-Gurion University, Israel	951	p	NA	y
Roberto Di Mari	University of Catania, Italy	951	p	NA	n
Zsuzsa Bakk	Leiden University, Netherlands	951	p	NA	n
Helga Malmin Binningsbø	Peace Research Institute Oslo (PRIO), Norway	950	p	NA	n
Mathilde Bålsrud Mjelva	Peace Research Institute Oslo (PRIO), Norway	950	p	NA	y
Gloria Gennaro	UCL, United Kingdom	949	p	NA	y
Thies Niemeier	University of Konstanz, Germany	948	p	NA	y
Gloria Gennaro	UCL, United Kingdom	947	p	NA	y
Laurenz Derksen	ETH, Switzerland	947	p	NA	n
Daniel Balinhas	Universitat Autònoma de Barcelona, Spain	946	p	NA	y
Raluca L Pahontu	King's College London, United Kingdom	944	p	NA	y
Tom O'Grady	University College London, United Kingdom	944	p	NA	n
Sameen Ali	University of Birmingham, United Kingdom	942	p	NA	y
Jack Baker	Institute of Political Science & Oeschger Centre for Climate Change Research, Universität Bern, Switzerland	941	p	NA	y
