author	affiliation	abstract_id
Alex Hartland	University of Manchester, United Kingdom	1435
Jonathan Hartlyn	University of North Carolina, USA	410
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Felix Grünewald	Chemnitz Technical University, Germany	1466
Daniela Grunow	Goethe University Frankfurt, Germany	375
Thomas Gschwend	University of Mannheim, Germany	1906
Thomas Gschwend	University of Mannheim, Germany	965
Miaofang Guan	King's College London, United Kingdom	172
Daniele Guariso	Turing Institute, United Kingdom	1479
Andrew Guess	Princeton University, USA	1085
Rico Guillem	Universitat Autònoma de Barcelona, Spain	1254
Benjamin Guinaudeau	University of Konstanz, Germany	1644
Benjamin Guinaudeau	University of Konstanz, Germany	1696
Benjamin Guinaudeau	University of Konstanz, Germany	1677
Benjamin Guinaudeau	University of Konstanz, Germany	356
Marc Guinjoan	Universitat Oberta de Catalunya, Spain	1013
Marc Guinjoan	Universitat Oberta de Catalunya, Spain	1897
Michal Gulczynski	Bocconi University, Italy	1904
Puck Guldemond	Wageningen University & Research, Netherlands	1576
Maximilian Haag	LMU Munich, Germany	342
Maximilian Haag	LMU Munich, Germany	1372
Violeta Haas	Humboldt-Universität zu Berlin, Germany	1594
Violeta Haas	Humboldt-Universität zu Berlin, Germany	933
Felix Haass	University of Oslo, Norway	69
Felix Haaß	Oslo University, Norway	630
Lukas Haffert	University of Zurich, Switzerland	2005
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Valentina Gonzalez Rostani	University of Pittsburgh, USA	1118
Valentina Gonzalez-Rostani	University of Pittsburgh, USA	1765
Claire Gothreau	Aarhus University, Denmark	367
Maria Grasso	Queen Mary University of London, United Kingdom	2043
Timothy Gravelle	Bain Consulting, Canada	1128
Fergus Green	University College London, United Kingdom	525
Jessica Green	University of Toronto, Canada	615
Zachary Greene	University of Strathclyde, United Kingdom	488
Zachary Greene	University of Strathclyde, United Kingdom	1843
Zachary Greene	University of Strathclyde, United Kingdom	489
Zachary Greene	University of Strathclyde, United Kingdom	1654
Alina Greiner	University of Konstanz, Germany	1624
Simon Gren	Gothenburg University, Sweden	325
Eric Groenendyk	University of Memphis, USA	2
Bernard Grofman	University of California, Irvine, USA	63
Paul Gronke	Reed College, USA	1161
Micaela Grossmann	University of Bamberg, Germany	1914
Johannes Gruber	Vrije Universiteit Amsterdam, Netherlands	1499
Johannes Gruber	Vrije Universiteit Amsterdam, Netherlands	978
David M. Grundmanns	University of Mannheim, Germany	1829
David M. Grundmanns	University of Mannheim, Germany	965
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Kristian S. Gleditsch	University of Essex, United Kingdom	1744
Sascha Göbel	Goethe University Frankfurt, Germany	1316
Sascha Göbel	Goethe University Frankfurt, Germany	1409
Amélie Godefroidt	University of Leuven, Belgium	1396
Iasmin Goes	Colorado State University, USA	1733
Stephen Goggin	San Diego State University, USA	1749
Anita Gohdes	Hertie School, Germany	323
Anita Gohdes	Hertie School, Germany	2048
Valentin Gold	Universität Göttingen, Germany	1313
Andreas Goldberg	Norwegian University of Science and Technology (NTNU), Norway	567
Felix Goldberg	University of Stuttgart, Germany	213
Miriam Golden	European University Institute, Italy	341
Edward Goldring	University of York, United Kingdom	566
Daniel Goldstein	European University Institute, Italy	1068
Rafael Goldszmidt	EBAPE-FGV, Brazil	1205
Yevgeniy Golovchenko	University of Copenhagen, Department of Political Science, Denmark	1292
Rebeca Gonzalez Antuña	European University Institute, Italy	1617
Ezequiel González-Ocantos	University of Oxford, United Kingdom	2042
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Marco Giani	King's College London, United Kingdom	301
Kalli Gianneos	Sciences Po, France	124
Heiko Giebler	FU Berlin & WZB, Germany	514
Johannes Giesecke	Humboldt University of Berlin, Germany	1490
Nathalie Giger	University of Geneva, Switzerland	1189
Nathalie Giger	University of Geneva, Switzerland	1485
Fabrizio Gilardi	University of Zurich, Switzerland	1778
Fabrizio Gilardi	University of Zurich, Switzerland	1491
Fabrizio Gilardi	University of Zurich, Switzerland	790
Homero Gil de Zúñiga	University of Salamanca, Spain	912
James Gimpel	University of Maryland, College Park, USA	41
Daniel Gingerich	University of Virginia, USA	54
Birte Gippert	University of Liverpool, United Kingdom	1335
Elisabetta Girardi	University of Mannheim, Germany	845
Luc Girardin	ETH Zurich, Switzerland	1882
Carlotta Giustozzi	Goethe University Frankfurt, Germany	1330
Ismene Gizelis	University of Essex, United Kingdom	1623
Haakon Gjerløw	Peace Research Institute Oslo, Norway	1180
Haakon Gjerløw	Peace Research Institute Oslo, Norway	448
Haakon Gjerløw	Peace Research Institute Oslo, Norway	926
Ioanna Gkoutna	University College London, United Kingdom	1067
Goran Glavaš	University of Würzburg, Germany	1691
Rebecca Glazier	University of Arkansas at Little Rock, USA	298
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Stephanie Gast Zepeda	Willy Brandt School of Public Policy, University of Erfurt, Germany	1870
Stephanie Gast Zepeda	Willy Brandt School of Public Policy, University of Erfurt, Germany	1923
Katjana Gattermann	University of Amsterdam, Netherlands	831
Katjana Gattermann	University of Amsterdam, Netherlands	293
Francesco Gatti	Scuola Normale Superiore, Italy	346
Malu Gatto	University College London, United Kingdom	1516
Alexander Gazmararian	Princeton University, USA	329
Lucas Geese	University of East Anglia, United Kingdom	1088
Daniel Geissel	German Institute for Global and Area Studies, Germany	733
Ferdinand Geissler	Humboldt University of Berlin, Germany	1490
Johannes Geith	Stockholm University, Sweden	1107
Camille Gélix	Sciences Po Paris, France	1697
Justin Gengler	Qatar University, Qatar	36
Gloria Gennaro	UCL, United Kingdom	947
Gloria Gennaro	UCL, United Kingdom	949
Federica Genovese	University of Essex, United Kingdom	535
Federica Genovese	University of Essex, United Kingdom	722
Federica Genovese	University of Essex, United Kingdom	1355
Micha Germann	University of Bath, United Kingdom	1389
Micha Germann	University of Bath, United Kingdom	1396
Sergiu Gherghina	Glasgow, United Kingdom	1009
Niels Gheyle	UC Louvain, Belgium	1188
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Ala' Alrababa'h	ETH Zurich, Switzerland	1840
Argyrios Altipalmakis	EUI, Italy	1812
Suleyman Orhun Altiparmak	Michigan State University, USA	374
Mariana Alvarado	University of Geneva, Switzerland	742
Mariana Alvarado	University of Geneva, Switzerland	468
Robert Alvarez	University of Houston, USA	308
Julio Amador	Imperial College London, United Kingdom	909
Guillem Amatller	Universitat Pompeu Fabra, Spain	804
Sharif Amlani	University of California, Davis, USA	1955
Uchechi Anaduaka	University of Nigeria, Nsukka, Nigeria	590
Anthony Anderson	University of Strathclyde, United Kingdom	806
Chris Anderson	LSE, United Kingdom	90
Sarah Anderson	UC Santa Barbara, USA	241
Henrik Andersson	Uppsala University, Sweden	850
Bächtiger André	University of Stuttgart, Germany	356
Giovanni Andreottola	WU Vienna, Austria	1296
Massimo Anelli	Bocconi University, Italy	610
Davide Angelucci	LUISS University Rome, Italy	1531
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Sebastian Frowein	Leiden University, Netherlands	547
Makoto Fukumoto	Waseda University, Japan	343
César Fuster Llamazares	University of Oxford, United Kingdom	682
Christina Gahn	University of Vienna, Austria	756
Nikhar Gaikwad	Columbia University, USA	722
Paola Galano Toro	ETH Zurich, Switzerland	1592
Vincenzo Galasso	Bocconi University, Italy	1267
Sergio Galaz	CIDE - Centro de Investigación y Docencia Económicas, Mexico	1874
Sergio Galaz	CIDE - Centro de Investigación y Docencia Económicas, Mexico	1823
Aina Gallego	University of Barcelona, Spain	1140
Nerea Gandara	EUI, Italy	1658
Nerea Gándara-Guerra	European University Institute, Italy	1878
Kirthana Ganeson	University of Bern, Switzerland	1638
Markus Gangl	Goethe University Frankfurt, Germany	1330
Paulina Garcia Corral	Hertie School, Germany	813
Rubén García del Horno	Universitat Autonoma de Barcelona, Spain	1421
Amuitz Garmendia Madariaga	Universidad Carlos III de Madrid, Spain	1727
Amuitz Garmendia Madariaga	Universidad Carlos III de Madrid, Spain	1678
AMUITZ GARMENDIA-MADARIAGA	Carlos III-Juan March Institute and Department of Social Sciences, Carlos III University, Spain	1927
Ana Carolina Garriga	University of Essex, United Kingdom	575
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Vasiliki Fouka	Stanford University, USA	509
Patrick Fournier	Université de Montréal, Canada	1169
Stuart Fox	Brunel University London, United Kingdom	229
Marta Fraile	IPP (CSIC), Spain	920
Marta Fraile	IPP (CSIC), Spain	1658
Fabio Franchino	Università degli Studi Milano, Italy	801
Hannah Frank	Trinity College Dublin, Ireland	1796
Michael Franke	Bergische Universität Wuppertal, Germany	1514
Kristian Vrede Skaaning Frederiksen	Aarhus University, Denmark	1234
Kristian Vrede Skaaning Frederiksen	Aarhus University, Denmark	1201
Michael Freedman	University of Haifa, Israel	1673
Luisa Freier	Universidad del Pacífico, Peru	1353
Markus Freitag	University of Bern, Switzerland	135
Elise Frelin	University of Strathclyde, United Kingdom	147
Adriane Fresh	Duke University, USA	178
Sarah Frohnweiler	RWI - Leibniz Institute for Economic Research, Germany	1342
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Verena Fetscher	University of Hamburg, Germany	1530
Charlotte Fiedler	German Institute of Development and Sustainability (IDOS), Germany	240
Ed Fieldhouse	University of Manchester, United Kingdom	1331
Maximilian Filsinger	University of Bern, Switzerland	135
Anne Lise Fimreite	University of Bergen, Norway	1468
Steven Finkel	University of Pittsburgh, USA	1556
Charles Finocchiaro	University of Oklahoma, USA	1935
Stephen Fisher	University of Oxford, United Kingdom	1331
Jon Fiva	BI Norwegian Business School, Norway	1657
Hanne Fjelde	Uppsala University, Sweden	1428
Katharina Fleiner	University of Geneva, Switzerland	703
Thomas Fleming	University College London, United Kingdom	392
Lindsay Flynn	University of Luxembourg, Luxembourg	692
Ivan Fomichev	European University Institute, Italy	1791
Florian Foos	LSE, United Kingdom	707
David Fortunato	UCSD, USA	381
David Fortunato	UCSD, USA	327
Margaret Foster	University of North Carolina-Chapel Hill, USA	970
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Jun Fang	University of Michigan, USA	160
Christopher Fariss	University of Michigan, USA	626
Clara Fauli Molas	Trinity College Dublin, Ireland	875
Zoltán Fazekas	Copenhagen Business School, Denmark	774
Alexa Federice	University of California, Davis, USA	1792
Qinya Feng	Department Of Government, Uppsala University, Sweden	1150
Michele Fenzl	University of Zurich, Switzerland	1799
Michele Fenzl	University of Zurich, Switzerland	1783
Frederik Ferié	University of Munster, Germany	707
Daniel Fernandes	Leiden University, Netherlands	2012
Jorge Fernandes	Institute of Public Goods, CSIC, Madrid, Spain	996
Pablo Fernandez-Vazquez	Carlos III University, Spain	696
Pablo Fernández-Vázquez	Carlos III University, Spain	740
Romain Ferrali	Aix Marseille School of Economics, France	1060
Sergi Ferrer	Autonomous University of Barcelona, Spain	408
Sergi Ferrer	Autonomous University of Barcelona, Spain	999
Monica Ferrín	University of A Coruña, Spain	607
Lauren Ferry	University of Mississippi, USA	475
Jeremy Ferwerda	Dartmouth College, USA	156
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Ashrakat Elshehawy	University of Oxford, United Kingdom	1932
Ashrakat Elshehawy	University of Oxford, United Kingdom	753
Manfred Elsig	University of Bern, Switzerland	1638
Patrick Emmenegger	University of St. Gallen, Switzerland	358
Patrick Emmenegger	University of St. Gallen, Switzerland	817
Patrick Emmenegger	University of St. Gallen, Switzerland	264
Martin Emmer	Free University Berlin, Germany	1343
Lucienne Engelhardt	Westfälische Wilhelms-Universität Münster, Germany	1418
Sarah Engler	Leuphana University, Germany	106
Benjamin G. Engst	University of Konstanz, Germany	965
Laurenz Ennser-Jedenastik	University of Vienna, Austria	466
Cornelius Erfort	Humboldt-Universität zu Berlin, Germany	882
Florian Erlbruch	University of Oldenburg, Germany	1809
Anastasia Ershova	Leiden University, Netherlands	488
Anastasia Ershova	Leiden University, Netherlands	38
Anastasia Ershova	Leiden University, Netherlands	88
Abel Escribà-Folch	Universitat Pompeu Fabra, Spain	1030
Teresa Esteban-Casanelles	King's College London, United Kingdom	1460
Felix Ettensperger	Albert-Ludwigs-Universität Freiburg, Germany	269
Søren Etzerodt	TUM, Germany	1065
Anduiza Eva	Universitat Autònoma de Barcelona, Spain	1218
Geoffrey Evans	Oxford University, United Kingdom	671
Thorsten Faas	Free University of Berlin, Germany	963
Ingrid Faleide	University of Bergen, Norway	1600
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Jakob-Moritz Eberl	University of Vienna, Austria	1980
Alejandro Ecker	Heidelberg University, Germany	960
Charles Efferson	University of Lausanne, Switzerland	719
Georgios Efthyvoulou	University of Sheffield, United Kingdom	197
Benjamin Egerod	Copenhagen Business School, Denmark	1922
Benjamin Egerod	Copenhagen Business School, Denmark	1054
Benjamin Egerod	Copenhagen Business School, Denmark	1061
Andrew Eggers	University of Chicago, USA	1896
Andrew Eggers	University of Chicago, USA	1892
Piret Ehin	University of Tartu, Estonia	1639
Soenke Ehret	HEC Lausanne, Switzerland	1527
Sonke Ehret	University of Lausanne, Switzerland	719
Anders Ejrnæs	Roskilde University, Denmark	1580
Jonas Elis	University of Duisburg-Essen, Germany	674
Jonas Elis	University of Duisburg-Essen, Germany	670
Jonas Elis	University of Duisburg-Essen, Germany	679
Deiss-Helbig Elisa	University of Stuttgart, Germany	356
Mads Elkjaer	University of Copenhagen, Denmark	1011
Mads Andreas Elkjaer	University of Copenhagen, Denmark	1152
Doron Ella	University of Haifa, Israel	656
Victor Ellenbroek	European University Institute, Italy	735
Simon Ellerbrock	MZES, University of Mannheim, Germany	1583
Mirna El Masri	University of Mannheim, Germany	1519
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Alona O. Dolinsky	University College Dublin, Ireland	959
Alona O. Dolinsky	University College Dublin, Ireland	209
Alona O. Dolinsky	University College Dublin, Ireland	246
Alice Dominici	European University Institute, Italy	314
Alice Dominici	European University Institute, Italy	315
Binzizi Dong	City University of Hong Kong, Hong Kong	236
Karsten Donnay	University of Zurich, Switzerland	1778
Karsten Donnay	University of Zurich, Switzerland	1489
Karsten Donnay	University of Zurich, Switzerland	1491
Daniela Donno	University of Oklahoma, USA	703
Kathleen Donovan	Redistricting Data Hub, USA	1585
David Doyle	University of Oxford, United Kingdom	1916
Tomasz Drabowicz	University of Lodz, Poland	1580
Jonas Dræge	Oslo New University College (ONH), Norway	1210
Dominik Duell	University of Innsbruck, Austria	1970
Jennifer Dumas	University of Louisiana at Monroe, USA	1139
Claire Duncanson	University of Edinburgh, United Kingdom	1128
Andreas Dür	University of Salzburg, Austria	1204
Andreas Dür	University of Salzburg, Austria	820
Niccolo Durazzi	University of Edinburgh, United Kingdom	817
Buse Duveroglu	Bilkent University, Turkey	304
Christoph Dworschak	University of York, United Kingdom	662
Christoph Dworschak	University of York, United Kingdom	320
Christoph Dworschak	University of York, United Kingdom	547
Gregory Eady	University of Copenhagen, Denmark	1831
Gregory Eady	University of Copenhagen, Denmark	1351
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Robin Devroe	Ghent University, Belgium	1217
Torun Dewan	London School of Economics and Political Science, United Kingdom	783
Pieter de Wilde	Norwegian University of Science and Technology (NTNU), Norway	1222
Kostanca Dhima	Georgia State University, USA	402
Zach Dickson	London School of Economics, United Kingdom	1359
Zach Dickson	London School of Economics, United Kingdom	1348
Simone Dietrich	University of Geneva, Switzerland	703
Melanie Dietz	Goethe-University Frankfurt am Main, Germany	1586
Matthew Digiuseppe	Leiden University, Netherlands	660
Roberto Di Mari	University of Catania, Italy	951
Sarah C. Dingler	University of Innsbruck, Austria	572
Gemma Dipoppa	Brown University, USA	497
Vilde Lunnan Djuve	University of Oslo, Norway	1679
Vilde Lunnan Djuve	University of Oslo, Norway	1685
Vilde Lunnan Djuve	University of Oslo, Norway	485
Tom Dobber	University of Amsterdam, Netherlands	1644
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Nico de la Cerda	University of North Carolina, USA	447
Fernando De la Cuesta	Universidad Complutense de Madrid, Spain	1969
Alberto de León	University of Strathclyde, United Kingdom	1584
Daan Delespaul	KU Leuven, Belgium	1320
Alvaro Delgado-Vega	Universidad Carlos III de Madrid, Spain	479
Sebastian Dellepiane-Avellaneda	University of Strathclyde, United Kingdom	1915
Arnaud Dellis	University of Quebec in Montreal, Canada	253
Leandro De Magalhaes	Bristol University, United Kingdom	768
Antoni-Italo de Moragas	CUNEF Universidad, Spain	962
Antoni-Italo De Moragas	CUNEF Universidad, Spain	1296
Anna Denisenko	NYU, USA	2045
Laurenz Derksen	ETH, Switzerland	947
Julia de Romémont	University College London, United Kingdom	266
Daniel Devine	University of Oxford, United Kingdom	1629
Daniel Devine	University of Oxford, United Kingdom	1257
Daniel Devine	University of Oxford, United Kingdom	1264
Claes de Vreese	University of Amsterdam, Netherlands	1644
Catherine De Vries	Bocconi University, Italy	1975
Catherine De Vries	Bocconi University, Italy	964
Catherine De Vries	Bocconi University, Italy	638
Catherine Eunice De Vries	Bocconi University, Italy	1921
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Noyonika Das	University of Amsterdam, Netherlands	1728
Sara Daub	Hertie School, Germany	937
Thomas Däubler	University College Dublin, Ireland	1259
Valentin Daur	LMU München, Denmark	1656
Christoffer Hentzer Dausgaard	University of Copenhagen, Denmark	1154
Alexander Davenport	European University Institute, Italy	1300
Ursula Daxecker	University of Amsterdam, Netherlands	708
Lisanne de Blok	Utrecht University, Netherlands	1921
Marc Debus	University of Mannheim, Germany	56
Julian Dehne	Universität Göttingen, Germany	1313
Elisa Deiss-Helbig	University of Stuttgart, Germany	213
Elisa Deiss-Helbig	University of Stuttgart, Germany	286
Mora Deitch	Institute for National Security Studies, Tel Aviv University, Israel	733
Alexander De Juan	University of Osnabrück, Germany	630
Luis De la Calle	University of Sheffield, United Kingdom	1262
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Seden Akcinaroglu	Binghamton University, USA	644
Michaël Aklin	University of Pittsburgh, USA	1765
Eleonora Alabrese	University of Warwick, United Kingdom	1319
Melle Albada	Vienna University of Economics and Business, Austria	1287
Cagil Albayrak	University of Kansas, USA	636
Anthea Alberto	University of Basel, Switzerland	1453
Anthea Alberto	University of Basel, Switzerland	1485
Rumyantseva Alexandra	University of Bremen, Germany	1701
Sameen Ali	University of Birmingham, United Kingdom	942
Berkay Alica	University of Bergen, Norway	1700
Berkay Alica	University of Bergen, Norway	1719
Jeyhun Alizade	Princeton University, USA	761
Meysam Alizadeh	University of Zurich, Switzerland	790
Oguzhan Alkan	University of Texas at Austin, USA	1766
William Allen	University of Oxford, United Kingdom	1353
Elin Haugsgjerd Allern	University of Oslo, Norway	1566
Joshua Alley	University College Dublin, Ireland	2011
Tim Lars Allinger	Aarhus University, Denmark	548
Tim Lars Allinger	Aarhus University, Denmark	552
Tim Lars Allinger	Aarhus University, Denmark	1234
Kaitlin Alper	University of Southern Denmark, Denmark	1535
Kaitlin Alper	University of Southern Denmark, Denmark	1323
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Camilo Cristancho	Universitat de Barcelona, Spain	1056
Daniel Cruz	University of Copenhagen, Denmark	1392
Federico Curci	CUNEF Universidad, Spain	962
Luigi Curini	Università degli Studi di Milano, Italy	1075
John Curtice	University of Strathclyde, United Kingdom	2050
Mads Dagnis Jensen	Copenhagen Business School, Denmark	1869
Mads Dagnis Jensen	Copenhagen Business School, Denmark	1580
Marianne Dahl	PRIO, Norway	1428
Marianne Dahl	PRIO, Norway	1346
Carl Dahlström	University of Gothenburg, Sweden	1575
Aysenur Dal	Bilkent University, Turkey	644
Taylor Dalton	Santa Clara University, USA	1827
Logan Dancey	Wesleyan University, USA	1749
Rafaela Dancygier	Princeton University, USA	403
William Daniel	University of Nottingham, United Kingdom	147
Gianmarco Daniele	Universita Statale Milano, Italy	497
Lesley-Ann Daniels	University of Oslo, Norway	1559
Jean-François Daoust	Université de Sherbrooke, Canada	348
Jean-François Daoust	Université de Sherbrooke, Canada	1639
Philipp Darius	Hertie School, Germany	1091
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Italo Colantone	Bocconi University, Italy	610
Sofia Collignon	Queen Mary, University of London, United Kingdom	417
Francesco Colombo	Aarhus University, Denmark	900
Francesco Colombo	Aarhus University, Denmark	925
Josep Comellas	Universitat Pompeu Fabra, Spain	716
Sara Constantino	Princeton University, USA	719
Edgar Cook	Duke University, USA	53
Scott J. Cook	Texas A&M, USA	381
Rebecca Cordell	University of Texas at Dallas, USA	830
Ben Cormier	University of Strathclyde, United Kingdom	396
Ben Cormier	University of Strathclyde, United Kingdom	1163
Luis Cornago Bonal	University of Oxford, United Kingdom	1122
Mia Costa	Dartmouth, USA	70
Stefano Costalli	University of Florence, Italy	1479
Christina Cottiero	University of Utah, USA	128
Maxime Coulombe	Université de Montréal, Canada	1174
Maxime Coulombe	Université de Montréal, Canada	1694
Gary Cox	Stanford University, USA	1657
Callum Craig	Trinity College Dublin, Ireland	571
Simone Cremaschi	Bocconi University, Italy	1975
Simone Cremaschi	Bocconi University, Italy	1900
Simone Cremaschi	Bocconi University, Italy	638
Lorenzo Crippa	University of Strathclyde, United Kingdom	1446
Lorenzo Crippa	University of Strathclyde, United Kingdom	1015
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
David Cingranelli	Binghamton University, USA	1820
Costin Ciobanu	Royal Holloway, University of London, United Kingdom	916
Irina Ciornei	Barcelona Institute of International Studies, Spain	520
Alexandra Cirone	Cornell University, USA	1164
Alexandra Cirone	Cornell University, USA	1657
Chris Claassen	University of Glasgow, United Kingdom	1732
Christopher Claassen	Glasgow, United Kingdom	1009
Clint Claessen	University of Basel, Switzerland	1453
Clint Claessen	University of Basel, Switzerland	1485
David Clark	Binghamton University, USA	1220
Julia Clark	World Bank, USA	1779
Kevin Clarke	University of Rochester, USA	205
Patrick Clasen	University of Duisburg-Essen, Germany	922
Silvia Clavería	University Carlos III of Madrid, Spain	1584
Anna Clemente	European University Institute, Italy	1429
Anna Clemente	European University Institute, Italy	992
Bernhard Clemm von Hohenberg	University of Amsterdam, Netherlands	388
Scott Clifford	University of Houston, USA	228
Héloïse Cloléry	École Polytechnique, France	344
Travis Coan	University of Exeter & Exeter Q-Step Centre, United Kingdom	281
Andrew Coe	Vanderbilt University, USA	1827
Denis Cohen	University of Mannheim, Germany	1239
Gidon Cohen	Durham University, United Kingdom	1722
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Jiseon Chang	The University of Texas at Austin, USA	218
Jonathan Chapman	University of Bologna, Italy	672
Philippe Chassé	Université de Montréal and Sciences Po Paris, Canada	1697
Simon Chauchard	UC3M, Spain	454
Rens Chazottes	European University Institute, Italy	1117
Frederick Chen	Nanyang Technological University, Singapore	1393
Frederick Chen	Nanyang Technological University, Singapore	1387
Xinwei Chen	Monash University, Australia	44
Vanessa Cheng-Matsuno	London School of Economics, United Kingdom	1597
Hoju Cheong	University of California, Riverside, USA	1903
Henrik Serup Christensen	Åbo Akademi University, Finland	1416
Julian Christensen	VIVE, Denmark	1807
Love Christensen	Aarhus University, Denmark	740
Matias Engdal Christensen	Aarhus University, Denmark	1471
Jeffrey Chwieroth	London School of Economics and Political Science, United Kingdom	1872
Asli Ceren Cinar	LSE, United Kingdom	707
Asli Ceren Cinar	LSE, United Kingdom	1890
Ipek Cineli	European University Institute, Italy	816
Luciana Cingolani	Hertie School, Germany	1735
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Christopher Carter	University of Virginia, USA	1720
Agustin Casas	CUNEF Universidad, Spain	962
Andreu Casas	Vrije Universiteit Amsterdam, Netherlands	771
Jason Casellas	University of Houston, USA	308
Andrea Cassani	University of Milan, Italy	1689
Dan Cassino	Fairleigh Dickinson University, USA	347
Nestor Castaneda	University College London, United Kingdom	1916
Martin Castillo Quintana	New York University, USA	414
Olgahan Çat	The University of Texas at Austin, USA	218
Charlotte Cavaille	University of Michigan, USA	1921
Frances Cayton	Cornell University, USA	1164
Lars-Erik Cederman	ETH Zurich, Switzerland	1882
Matilde Ceron	European University Institute, Italy	1480
Jonathan Cervas	Carnegie-Mellon University, USA	63
Thomas Chadefaux	Trinity College Dublin, Ireland	1796
Seunghoon Chae	University of Oxford, United Kingdom	529
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Berfin Cakin	Istanbul Medeniyet University, Turkey	1217
Selcen Cakir	Bogazici University, Turkey	313
Patrícia Calca	ISCTE-CIES, Portugal	1384
Patrícia Calca	ISCTE-CIES, Portugal	1391
David Caldwell	Durham University, United Kingdom	1722
Cantay Caliskan	University of Rochester, USA	1866
Charles Cameron	Princeton, USA	1959
Álvaro Canalejo-Molero	University of Lucerne, Switzerland	1533
Asli Cansunar	University of Washington, USA	1092
Luciana Cantera	Universidad de la República, Uruguay	652
Marta Cantijoch	University of Manchester, United Kingdom	1024
Ana S. Cardenal	Open University of Catalonia, Spain	1024
Leonardo Carella	University of Oxford, United Kingdom	482
Sabine Carey	University of Mannheim, Germany	323
Sabine Carey	University of Mannheim, Germany	1215
Ruth Carlitz	University of Amsterdam, Netherlands	362
Christopher Carman	University of Glasgow, United Kingdom	1732
Brittnee Carter	University of Kansas, USA	191
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Hye Young You	New York University, USA	250
Hye Young You	New York University, USA	251
Kathleen Brown	Leiden University, Netherlands	431
Gracia Brückmann	Uni Bern, Switzerland	1186
Lars Brummel	Leiden University, Netherlands	1407
Noah Buckley	Trinity College Dublin, Ireland	1789
Natalia Bueno	Emory University, USA	1498
Natalia Bueno	Emory University, USA	1494
Bruce Bueno de Mesquita	New York University, USA	24
Nico Buettner	University of Oxford, United Kingdom	49
Nico Buettner	University of Oxford, United Kingdom	50
Pirmin Bundi	University of Lausanne, Switzerland	567
Mark Buntaine	UC Santa Barbara, USA	954
Jonas Bunte	Vienna University of Economics, Austria	1315
Hannah Bunting	University of Exeter, United Kingdom	418
Hannah Bunting	University of Exeter, United Kingdom	1264
Barry Burden	University of Wisconsin, USA	241
Reto Bürgisser	University of Zurich, Switzerland	747
Brian Burgoon	University of Amsterdam, Netherlands	1973
Sarah Bush	Yale University, USA	129
